DescriptorUI	DescriptorName
D002872	Chromosome Deletion
D017354	Point Mutation
D020125	Mutation, Missense
D017355	Zymomonas
D017356	Synchrotrons
D017357	Cyclotrons
D017358	Cell Wall Skeleton
D000276	Adjuvants, Immunologic
D017359	HELLP Syndrome
D017360	Arabidopsis
D017361	Viral Nonstructural Proteins
D017362	Cyclic AMP Response Element-Binding Protein
D017364	Collagenases
D017364	Collagenases
D061965	Matrix Metalloproteinase Inhibitors
D017365	Spices
D017366	Serotonin Receptor Agonists
D017367	Serotonin Uptake Inhibitors
D018687	Antidepressive Agents, Second-Generation
D018759	Adrenergic Uptake Inhibitors
D017368	Protein Prenylation
D017370	Interleukin-11
D017371	8-Hydroxy-2-(di-n-propylamino)tetralin
D017366	Serotonin Receptor Agonists
D017373	Cyproterone Acetate
D000726	Androgen Antagonists
D000970	Antineoplastic Agents
D003272	Contraceptive Agents, Male
D017374	Paroxetine
D017367	Serotonin Uptake Inhibitors
D018687	Antidepressive Agents, Second-Generation
D065690	Cytochrome P-450 CYP2D6 Inhibitors
D017376	Viral Tail Proteins
D017377	Diatoms
D010839	Phytoplankton
D017378	Quinolinic Acid
D017378	Quinolinic Acid
D011805	Quinolinic Acids
D017379	Hypertrophy, Left Ventricular
D017380	Hypertrophy, Right Ventricular
D017381	Spliceosomes
D000072	RNA Splicing Factors
D012326	RNA Splicing
D017382	Reactive Oxygen Species
D000072	Oxygen Radical Absorbance Capacity
D005609	Free Radicals
D018384	Oxidative Stress
D017384	Sequence Deletion
D017385	Sequence Homology
D017386	Sequence Homology, Amino Acid
D040681	Structural Homology, Protein
D017387	Investigational New Drug Application
D017388	Zygote Intrafallopian Transfer
D017391	Epikeratophakia
D017392	Thiobarbituric Acid Reactive Substances
D017393	RNA Editing
D017394	RNA, Guide
D017393	RNA Editing
D017395	Plasminogen Activator Inhibitor 1
D015842	Serine Proteinase Inhibitors
D017396	Plasminogen Activator Inhibitor 2
D015842	Serine Proteinase Inhibitors
D017397	Prefrontal Cortex
D017398	Alternative Splicing
D020033	Protein Isoforms
D022821	RNA Splice Sites
D032041	Nested Genes
D017400	Brachyspira
D017401	Brachyspira hyodysenteriae
D017402	Chlorofluorocarbons
D017403	In Situ Hybridization
D017404	In Situ Hybridization, Fluorescence
D017405	Herpes Simplex Virus Protein Vmw65
D017406	Sexual Harassment
D017407	Family Leave
D017408	Guidelines as Topic
D017409	Sufentanil
D000701	Analgesics, Opioid
D000759	Adjuvants, Anesthesia
D009294	Narcotics
D018686	Anesthetics, Intravenous
D017410	Practice Guidelines as Topic
D032921	Consensus
D017411	Ribonucleoproteins, Small Nuclear
D017412	Ribonucleoprotein, U1 Small Nuclear
D017413	Ribonucleoprotein, U2 Small Nuclear
D017414	Ribonucleoprotein, U4-U6 Small Nuclear
D017415	Ribonucleoprotein, U5 Small Nuclear
D017418	Meta-Analysis
D017419	Potassium, Dietary
D017419	Potassium, Dietary
D011188	Potassium
D017421	Sequence Analysis
D017422	Sequence Analysis, DNA
D058977	Molecular Sequence Annotation
D017423	Sequence Analysis, RNA
D058977	Molecular Sequence Annotation
D017426	Clinical Trial, Phase I
D017427	Clinical Trial, Phase II
D017428	Clinical Trial, Phase III
D017429	Clinical Trial, Phase IV
D017430	Prostate-Specific Antigen
D011471	Prostatic Neoplasms
D017431	Genes, MCC
D016163	Genes, DCC
D017432	Unified Medical Language System
D009626	Terminology as Topic
D013358	Subject Headings
D017433	Protein Structure, Secondary
D017434	Protein Structure, Tertiary
D017436	Kallmann Syndrome
D007987	Gonadotropin-Releasing Hormone
D051496	Receptor, Fibroblast Growth Factor, Type 1
D017437	Skin and Connective Tissue Diseases
D017438	Bisphenol A-Glycidyl Methacrylate
D017439	Cicatrix, Hypertrophic
D007627	Keloid
D017440	Photoperiod
D002940	Circadian Rhythm
D017441	Necrobiotic Disorders
D017442	Histamine Agonists
D017443	Skin Diseases, Eczematous
D017444	Skin Diseases, Papulosquamous
D017445	Skin Diseases, Vascular
D017446	Impromidine
D017442	Histamine Agonists
D017447	Receptors, Dopamine D1
D017448	Receptors, Dopamine D2
D017448	Receptors, Dopamine D2
D065127	Dopamine D2 Receptor Antagonists
D017449	Dermatitis, Allergic Contact
D020315	Latex Hypersensitivity
D017450	Receptors, Opioid, mu
D017451	Receptors, Somatomedin
D017452	Receptors, IgG
D000070	Immunoglobulin Domains
D017453	Dermatitis, Irritant
D017454	Dermatitis, Photoallergic
D017455	Receptors, IgE
D017456	Adenovirus Early Proteins
D017457	Receptors, Albumin
D017459	Receptors, Amino Acid
D017461	Receptors, Atrial Natriuretic Factor
D017463	Receptors, Complement 3b
D017464	Receptors, Complement 3d
D017465	Receptors, Opioid, delta
D017466	Receptors, Endothelin
D017466	Receptors, Endothelin
D065128	Endothelin Receptor Antagonists
D017467	Receptors, Erythropoietin
D017468	Receptors, Fibroblast Growth Factor
D017469	Receptors, Fibronectin
D017470	Receptors, Glutamate
D017470	Receptors, Glutamate
D018691	Excitatory Amino Acid Antagonists
D017470	Receptors, Glutamate
D018690	Excitatory Amino Acid Agonists
D017471	Receptors, Interferon
D017472	Receptors, Interleukin-1
D017473	Receptors, Opioid, kappa
D017474	Receptors, Laminin
D017475	Receptors, Nerve Growth Factor
D017476	Receptors, Neuropeptide Y
D017478	Receptors, Phencyclidine
D017479	Receptors, Platelet-Derived Growth Factor
D010982	Platelet-Derived Growth Factor
D017480	Receptors, sigma
D017481	Receptors, Somatostatin
D013004	Somatostatin
D017482	Receptors, Thromboxane
D017483	Receptors, Vasopressin
D017483	Receptors, Vasopressin
D065092	Antidiuretic Hormone Receptor Antagonists
D018500	Diabetes Insipidus, Nephrogenic
D017484	Dermatitis, Phototoxic
D017485	1-Deoxynojirimycin
D000998	Antiviral Agents
D004791	Enzyme Inhibitors
D017486	Acneiform Eruptions
D017487	Ankyrins
D017488	Hyperkeratosis, Epidermolytic
D053550	Keratin-10
D053556	Keratin-1
D017489	CDC28 Protein Kinase, S cerevisiae
D017490	Ichthyosis, Lamellar
D017491	Genes, APC
D005736	Gardner Syndrome
D011125	Adenomatous Polyposis Coli
D025601	Adenomatous Polyposis Coli Protein
D017492	Keratosis, Seborrheic
D017493	Leukocyte Common Antigens
D017494	Proton Pumps
D017494	Proton Pumps
D054328	Proton Pump Inhibitors
D017495	Hyperpigmentation
D017496	Hypopigmentation
D017497	Hidradenitis Suppurativa
D000152	Acne Vulgaris
D017498	Adenovirus E1 Proteins
D017499	Porokeratosis
D017500	Adenovirus E1A Proteins
D017501	Adenovirus E1B Proteins
D017502	Adenovirus E2 Proteins
D017503	Adenovirus E3 Proteins
D017504	Adenovirus E4 Proteins
D017506	H(+)-K(+)-Exchanging ATPase
D017506	H(+)-K(+)-Exchanging ATPase
D054328	Proton Pump Inhibitors
D017507	Comoros
D017508	Reunion
D017510	Protein Folding
D000074	Proteostasis
D011487	Protein Conformation
D055503	Protein Multimerization
D064267	Intrinsically Disordered Proteins
D017511	Pyoderma Gangrenosum
D017512	Lichenoid Eruptions
D017513	Lichen Nitidus
D017514	Pityriasis Lichenoides
D017515	Pityriasis Rosea
D017516	Historical Geographic Locations
D017517	Commonwealth of Independent States
D017520	Mucinoses
D017522	Bosnia and Herzegovina
D017523	Croatia
D017524	Slovenia
D017526	Receptor, IGF Type 1
D007334	Insulin-Like Growth Factor I
D007335	Insulin-Like Growth Factor II
D017527	Receptor, IGF Type 2
D007335	Insulin-Like Growth Factor II
D017530	Health Care Quality, Access, and Evaluation
D017531	Health Care Evaluation Mechanisms
D017533	Marital Status
D017534	Radial Artery
D017535	Ulnar Artery
D017536	Carotid Artery, Common
D017536	Carotid Artery, Common
D020212	Carotid Artery Injuries
D017537	Mesenteric Artery, Inferior
D017538	Mesenteric Artery, Superior
D013478	Superior Mesenteric Artery Syndrome
D017539	Tunica Intima
D058426	Neointima
D017540	Tunica Media
D017541	Aneurysm, False
D017542	Aneurysm, Ruptured
D017543	Iliac Aneurysm
D017544	Aortic Aneurysm, Abdominal
D017545	Aortic Aneurysm, Thoracic
D017546	Angioscopy
D020677	Angioscopes
D017548	Echocardiography, Transesophageal
D017550	Spectroscopy, Fourier Transform Infrared
D017551	Microdialysis
D017552	Solitary Nucleus
D017553	Phosphorus Compounds
D009943	Organophosphorus Compounds
D017554	Carbon Compounds, Inorganic
D017556	Technetium Compounds
D017557	Ventral Tegmental Area
D017558	Elective Surgical Procedures
D065286	Prophylactic Surgical Procedures
D017562	Postcholecystectomy Syndrome
D002763	Cholecystectomy
D002768	Choledochostomy
D017563	Lung Diseases, Interstitial
D017564	Radiation Pneumonitis
D017565	Sarcoidosis, Pulmonary
D017566	Microvascular Angina
D024821	Metabolic Syndrome
D017567	Karnofsky Performance Status
D000203	Activities of Daily Living
D011788	Quality of Life
D017568	Rectus Abdominis
D017570	MyoD Protein
D017572	Leukotriene A4
D017573	Focal Epithelial Hyperplasia
D017574	Parasystole
D017575	Gloves, Protective
D017576	Daptomycin
D000900	Anti-Bacterial Agents
D017577	Cutaneous Fistula
D017578	Immunoglobulin Class Switching
D017579	Domestic Violence
D012742	Sex Offenses
D017582	Renal Replacement Therapy
D007668	Kidney
D007674	Kidney Diseases
D017583	Hemodiafiltration
D017584	Reproductive History
D061685	Time-to-Pregnancy
D017585	Ultrasonography, Doppler, Transcranial
D017586	Diskectomy
D017587	Diskectomy, Percutaneous
D017588	Hyperandrogenism
D006628	Hirsutism
D014770	Virilism
D017589	Immunization Programs
D017590	Myelinolysis, Central Pontine
D017591	Petrosal Sinus Sampling
D017592	Skin Care
D017593	Kleine-Levin Syndrome
D017594	Publication Bias
D017595	Renal Plasma Flow
D017596	Renal Plasma Flow, Effective
D017597	Renal Blood Flow, Effective
D017598	Efficiency, Organizational
D017599	Neuroectodermal Tumors
D017600	Neuroectodermal Tumor, Melanotic
D017601	Oxygen Compounds
D017602	Lithotripsy, Laser
D017603	Signal Detection, Psychological
D012684	Sensory Thresholds
D017604	Cesarean Section, Repeat
D017605	Bromine Compounds
D017606	Chlorine Compounds
D006843	Hydrocarbons, Chlorinated
D017607	Aluminum Compounds
D017608	Chromium Compounds
D017609	Barium Compounds
D017610	Calcium Compounds
D017611	Fluorine Compounds
D017612	Gold Compounds
D017613	Iodine Compounds
D017615	Enteric Nervous System
D017616	Magnesium Compounds
D017619	Hemibody Irradiation
D014916	Whole-Body Irradiation
D017622	Periodontal Attachment Loss
D017624	WAGR Syndrome
D016162	Genes, Wilms Tumor
D017626	Cochlear Nucleus
D017628	Microglia
D017629	Gap Junctions
D017630	Connexins
D017630	Connexins
D056266	Erythrokeratodermia Variabilis
D017632	Asbestos, Serpentine
D017633	Magnesium Silicates
D017634	Self Tolerance
D001327	Autoimmune Diseases
D017635	Clonal Anergy
D017637	Clonal Deletion
D017635	Clonal Anergy
D017636	Asbestos, Amphibole
D017637	Clonal Deletion
D017209	Apoptosis
D017638	Asbestos, Crocidolite
D017639	Asbestos, Amosite
D017640	Silicates
D017641	Zeolites
D017646	Organosilicon Compounds
D017655	Silicon Compounds
D017660	Autoreceptors
D017661	Receptors, Presynaptic
D017663	Peplomycin
D000903	Antibiotics, Antineoplastic
D017664	Uncompensated Care
D008489	Medical Indigency
D017057	Medically Uninsured
D017665	Hydroxyl Radical
D016877	Oxidants
D017666	Deuterium Oxide
D000970	Antineoplastic Agents
D011837	Radiation-Protective Agents
D017667	Adipocytes
D017668	Age of Onset
D017669	Mercury Compounds
D017670	Sodium Compounds
D017671	Platinum Compounds
D017672	Nitrogen Compounds
D017673	Sodium Chloride, Dietary
D017673	Sodium Chloride, Dietary
D012965	Sodium Chloride
D005421	Flavoring Agents
D017674	Hypophosphatemia
D017674	Hypophosphatemia
D007015	Hypophosphatemia, Familial
D017675	CREST Syndrome
D017676	Lichen Planus, Oral
D017677	Age Distribution
D017678	Sex Distribution
D017679	Cryotherapy
D007036	Hypothermia, Induced
D017680	Potassium Compounds
D017681	Hypereosinophilic Syndrome
D017682	Myocardial Stunning
D017683	Oncorhynchus
D017684	Oncorhynchus kisutch
D017685	Oncorhynchus keta
D017686	Oncorhynchus mykiss
D017687	Radon Daughters
D002274	Carcinogens, Environmental
D017688	Cholera Morbus
D002771	Cholera
D017689	Polydactyly
D013576	Syndactyly
D017690	Cell Transplantation
D014181	Transplantation Immunology
D016913	Blood Component Transfusion
D017691	Caribbean Region
D017693	Sodium Bicarbonate
D002021	Buffers
D017694	Rewarming
D007035	Hypothermia
D017695	Soft Tissue Injuries
D017696	Myopathies, Nemaline
D017697	Premenopause
D017698	Postmenopause
D017699	Pelvic Pain
D017700	Embolism, Cholesterol
D018438	Blue Toe Syndrome
D017701	Reticulocyte Count
D045262	Reticulocytosis
D017703	Retropharyngeal Abscess
D017704	Baroreflex
D017705	Lignans
D017706	Lisinopril
D000806	Angiotensin-Converting Enzyme Inhibitors
D000959	Antihypertensive Agents
D002316	Cardiotonic Agents
D017707	Erythrocyte Transfusion
D017708	Leukocyte Transfusion
D017710	Lymphocyte Transfusion
D017709	Fractals
D017711	Nonlinear Dynamics
D017710	Lymphocyte Transfusion
D017711	Nonlinear Dynamics
D017709	Fractals
D017712	Peer Review, Research
D017713	Platelet Transfusion
D017714	Community-Acquired Infections
D003428	Cross Infection
D017719	Diabetic Foot
D017720	Molecular Epidemiology
D017721	Hospital Costs
D017722	Hospital Charges
D017723	Drug Utilization Review
D017725	Ventricular Pressure
D017726	Cytomegalovirus Retinitis
D017727	Chicken anemia virus
D017728	Lymphoma, Large-Cell, Anaplastic
D017730	Ki-1 Antigen
D017729	Presynaptic Terminals
D017730	Ki-1 Antigen
D017731	Lymphomatoid Papulosis
D017732	Air Ambulances
D017733	Leukoplakia, Hairy
D017734	Bile Ducts, Extrahepatic
D017735	Virus Latency
D014775	Virus Activation
D017736	Ion-Selective Electrodes
D017737	Macrophages, Peritoneal
D017738	Alkanesulfonic Acids
D017739	Arylsulfonic Acids
D017741	Survivors
D000073	Survivorship
D017742	Dental Care for Chronically Ill
D017743	Equipment Reuse
D017744	Medical Waste Disposal
D017745	Incineration
D017746	Joint Capsule
D017747	Seafood
D017748	Time Management
D017749	Total Quality Management
D011786	Quality Control
D017750	Animal Technicians
D017751	Safety Management
D015279	Organizational Culture
D017752	Greenhouse Effect
D000074	Greenhouse Gases
D058572	Carbon Footprint
D017753	Ecosystem
D004463	Ecology
D017754	Group Purchasing
D011682	Purchasing, Hospital
D017755	Prosthesis Fitting
D017756	Aquaculture
D056127	Hydrobiology
D017757	Infectious Disease Transmission, Professional-to-Patient
D017848	Blood-Borne Pathogens
D017758	Infectious Disease Transmission, Patient-to-Professional
D017848	Blood-Borne Pathogens
D017759	Fractures, Malunited
D017760	Bone Malalignment
D017762	Nadroparin
D000925	Anticoagulants
D005343	Fibrinolytic Agents
D017763	Autonomic Denervation
D017764	Parasympathectomy
D017766	Acid Anhydride Hydrolases
D017767	Holocaust
D003209	Concentration Camps
D028683	National Socialism
D017768	Skin, Artificial
D017769	Ulnar Nerve Compression Syndromes
D017770	Lifting
D017772	Amyloid Neuropathies
D017773	Pelvic Floor
D017774	Long-Term Potentiation
D017776	Autonomic Pathways
D017777	Parasympathetic Fibers, Postganglionic
D017778	Vaccines, Combined
D017779	Sympathetic Fibers, Postganglionic
D017780	Malaria Vaccines
D017781	Genes, Immediate-Early
D017874	Immediate-Early Proteins
D017783	Superior Cervical Ganglion
D017784	Milk Banks
D017785	Photons
D017788	Carlavirus
D017789	Granuloma, Pyogenic
D017790	Closterovirus
D017791	Geminiviridae
D017792	Surgical Stapling
D017793	Luteovirus
D017794	Alfalfa mosaic virus
D017795	Bromovirus
D017796	Caulimovirus
D017797	Prosthesis Coloring
D017798	Comovirus
D017799	Cucumovirus
D017800	Potyvirus
D017801	Plum Pox Virus
D017805	Widowhood
D017806	Tymovirus
D017809	Fatal Outcome
D003643	Death
D017812	Colubridae
D017815	Elapidae
D004546	Elapid Venoms
D017817	Nasal Lavage Fluid
D017819	Viperidae
D014757	Viper Venoms
D017821	Boidae
D017823	Furcation Defects
D017824	Bone Cysts, Aneurysmal
D017825	Canavan Disease
D017827	Machado-Joseph Disease
D017828	Rifabutin
D000900	Anti-Bacterial Agents
D000904	Antibiotics, Antitubercular
D017829	Granisetron
D000932	Antiemetics
D012702	Serotonin Antagonists
D017830	Octoxynol
D000934	Antifoaming Agents
D003902	Detergents
D005079	Excipients
D013089	Spermatocidal Agents
D013501	Surface-Active Agents
D017831	Diagnosis, Dual (Psychiatry)
D017833	Visceral Afferents
D017835	Nedocromil
D000893	Anti-Inflammatory Agents
D018926	Anti-Allergic Agents
D018927	Anti-Asthmatic Agents
D017836	Agkistrodon
D017837	Bothrops
D017838	Bungarus
D002038	Bungarotoxins
D017839	Crotalus
D017840	Russell's Viper
D017841	Trimeresurus
D017843	Ligamentum Flavum
D017844	Lateral Ligament, Ankle
D017846	Longitudinal Ligaments
D017887	Ossification of Posterior Longitudinal Ligament
D017847	Patellar Ligament
D016118	Anterior Cruciate Ligament
D016119	Posterior Cruciate Ligament
D017888	Medial Collateral Ligament, Knee
D017848	Blood-Borne Pathogens
D016635	Universal Precautions
D017849	Animals, Inbred Strains
D017850	Economics, Pharmaceutical
D005252	Fees, Pharmaceutical
D011306	Prescription Fees
D016527	Drug Costs
D017851	Phosphotransferases (Carboxyl Group Acceptor)
D017852	Phosphotransferases (Nitrogenous Group Acceptor)
D017853	Phosphotransferases (Alcohol Group Acceptor)
D017854	Diphosphotransferases
D017855	Transferases (Other Substituted Phosphate Groups)
D017856	Phosphotransferases (Phosphate Group Acceptor)
D017858	Salmoniformes
D017859	Esocidae
D017860	Nepovirus
D017861	Porphyromonas
D017862	Phycodnaviridae
D017863	Potexvirus
D017864	Tombusvirus
D017865	Tospovirus
D017866	Phosphotransferases (Paired Acceptors)
D017867	Cyclic Nucleotide-Regulated Protein Kinases
D017868	Cyclic AMP-Dependent Protein Kinases
D017869	Cyclic GMP-Dependent Protein Kinases
D017871	Calcium-Calmodulin-Dependent Protein Kinases
D017874	Immediate-Early Proteins
D017875	Phosphotransferases (Phosphomutases)
D017877	Umbridae
D017878	4,4'-Diisothiocyanostilbene-2,2'-Disulfonic Acid
D017879	Isothiocyanates
D013861	Thiocyanates
D017880	Limb Deformities, Congenital
D017881	Kingella
D017882	Kingella kingae
D017885	Collateral Ligaments
D017886	Durapatite
D001672	Biocompatible Materials
D017887	Ossification of Posterior Longitudinal Ligament
D017888	Medial Collateral Ligament, Knee
D017889	Exfoliation Syndrome
D005902	Glaucoma, Open-Angle
D017890	Splenosis
D017891	Pharmacoepidemiology
D017892	Osmium Compounds
D017893	Photopheresis
D017895	Manganese Compounds
D017895	Manganese Compounds
D020149	Manganese Poisoning
D017895	Manganese Compounds
D020149	Manganese Poisoning
D017898	Tobamovirus
D017899	Caudovirales
D017900	Myoviridae
D017901	Bacteriophage P2
D017902	Podoviridae
D017903	Bacteriophage T3
D017904	Mobiluncus
D017905	Phosphites
D017906	Siphoviridae
D017907	Leviviridae
D017908	Allolevivirus
D017909	Levivirus
D017910	Cystoviridae
D017911	Inoviridae
D017912	Inovirus
